Member_number,Date,productId,items,productName,price,Category,TotalPrice,Month,Weekday
3752,2014-11-25,77,2,dish cleaner,2.5,Household & Hygiene,5.0,11,Tuesday
1054,2014-01-16,38,1,soda,0.8,Beverages,0.8,1,Thursday
2591,2014-09-01,38,1,soda,0.8,Beverages,0.8,9,Monday
2454,2014-07-22,38,2,soda,0.8,Beverages,1.6,7,Tuesday
2510,2014-04-20,70,1,margarine,3.5,Pantry Staples,3.5,4,Sunday
1946,2014-04-29,141,3,cooking chocolate,7.2,Bakery & Sweets,21.6,4,Tuesday
4069,2014-08-04,78,2,baking powder,1.8,Pantry Staples,3.6,8,Monday
2778,2014-05-09,69,3,domestic eggs,1.25,Fresh Food,3.75,5,Friday
1175,2014-09-20,46,3,pasta,3.1,Pantry Staples,9.3,9,Saturday
4292,2014-01-19,74,2,whipped/sour cream,5.5,Dairy,11.0,1,Sunday
3776,2014-03-16,136,2,dishes,6.8,Specialty & Seasonal,13.6,3,Sunday
2573,2014-05-08,119,1,long life bakery product,9.9,Bakery & Sweets,9.9,5,Thursday
2510,2014-06-23,14,1,chocolate,11.5,Bakery & Sweets,11.5,6,Monday
1003,2014-01-19,36,2,frozen meals,9.7,Frozen & Processed Food,19.4,1,Sunday
4699,2014-07-21,27,2,coffee,8.5,Beverages,17.0,7,Monday
3189,2014-10-28,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,10,Tuesday
4406,2014-04-06,59,1,hard cheese,4.5,Dairy,4.5,4,Sunday
2325,2014-01-20,2,1,whole milk,1.8,Dairy,1.8,1,Monday
4069,2014-08-10,62,2,pickled vegetables,2.7,Fresh Food,5.4,8,Sunday
1726,2014-05-15,24,2,pastry,3.1,Bakery & Sweets,6.2,5,Thursday
3026,2014-06-10,100,1,chewing gum,0.5,Specialty & Seasonal,0.5,6,Tuesday
4015,2014-05-02,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,5,Friday
3260,2014-12-30,77,3,dish cleaner,2.5,Household & Hygiene,7.5,12,Tuesday
3890,2014-12-21,38,1,soda,0.8,Beverages,0.8,12,Sunday
2237,2014-10-10,27,2,coffee,8.5,Beverages,17.0,10,Friday
2641,2014-07-20,38,2,soda,0.8,Beverages,1.6,7,Sunday
2581,2014-08-02,25,3,canned beer,1.1,Beverages,3.3000000000000003,8,Saturday
2030,2014-09-06,71,1,shopping bags,5.12,Household & Hygiene,5.12,9,Saturday
2024,2014-07-21,51,3,dessert,1.15,Bakery & Sweets,3.4499999999999997,7,Monday
1729,2014-04-19,44,3,newspapers,3.2,Specialty & Seasonal,9.600000000000001,4,Saturday
2331,2014-04-08,1,1,tropical fruit,7.8,Fresh Food,7.8,4,Tuesday
1890,2014-09-12,131,3,roll products,8.6,Specialty & Seasonal,25.799999999999997,9,Friday
4579,2014-05-10,11,2,butter,3.2,Dairy,6.4,5,Saturday
3140,2014-08-03,80,3,salty snack,0.5,Snacks,1.5,8,Sunday
4492,2014-04-24,20,1,brown bread,0.8,Bakery & Sweets,0.8,4,Thursday
3537,2014-03-26,27,2,coffee,8.5,Beverages,17.0,3,Wednesday
3581,2014-10-23,36,2,frozen meals,9.7,Frozen & Processed Food,19.4,10,Thursday
4924,2014-01-19,24,3,pastry,3.1,Bakery & Sweets,9.3,1,Sunday
2589,2014-04-11,113,2,spices,1.2,Pantry Staples,2.4,4,Friday
3302,2014-06-22,96,1,hygiene articles,7.5,Household & Hygiene,7.5,6,Sunday
4566,2014-04-13,83,3,white bread,0.3,Bakery & Sweets,0.8999999999999999,4,Sunday
2758,2014-01-30,114,2,napkins,21.8,Household & Hygiene,43.6,1,Thursday
4790,2014-09-07,65,1,candy,3.6,Bakery & Sweets,3.6,9,Sunday
4178,2014-12-18,50,3,bottled beer,1.8,Beverages,5.4,12,Thursday
2051,2014-05-01,34,1,flour,2.1,Pantry Staples,2.1,5,Thursday
1647,2014-11-20,53,2,specialty chocolate,18.8,Bakery & Sweets,37.6,11,Thursday
2778,2014-05-15,38,3,soda,0.8,Beverages,2.4000000000000004,5,Thursday
1651,2014-03-23,38,3,soda,0.8,Beverages,2.4000000000000004,3,Sunday
3760,2014-09-11,18,2,yogurt,2.2,Dairy,4.4,9,Thursday
4511,2014-09-15,38,1,soda,0.8,Beverages,0.8,9,Monday
4674,2014-05-31,17,2,bottled water,0.5,Beverages,1.0,5,Saturday
3684,2014-07-20,114,3,napkins,21.8,Household & Hygiene,65.4,7,Sunday
3094,2014-06-26,60,3,cream cheese,6.3,Dairy,18.9,6,Thursday
2726,2014-08-02,60,2,cream cheese,6.3,Dairy,12.6,8,Saturday
4897,2014-11-25,27,1,coffee,8.5,Beverages,8.5,11,Tuesday
3408,2014-04-07,22,2,root vegetables,1.8,Fresh Food,3.6,4,Monday
4294,2014-03-03,69,1,domestic eggs,1.25,Fresh Food,1.25,3,Monday
4404,2014-04-29,22,1,root vegetables,1.8,Fresh Food,1.8,4,Tuesday
3692,2014-02-01,91,3,frozen dessert,2.8,Frozen & Processed Food,8.399999999999999,2,Saturday
2370,2014-07-27,100,1,chewing gum,0.5,Specialty & Seasonal,0.5,7,Sunday
2137,2014-04-25,99,3,canned vegetables,5.7,Frozen & Processed Food,17.1,4,Friday
4272,2014-07-22,24,1,pastry,3.1,Bakery & Sweets,3.1,7,Tuesday
3042,2014-07-11,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,7,Friday
2974,2014-09-02,24,3,pastry,3.1,Bakery & Sweets,9.3,9,Tuesday
1967,2014-11-03,12,1,fruit/vegetable juice,2.1,Beverages,2.1,11,Monday
1208,2014-08-03,128,2,soft cheese,7.2,Dairy,14.4,8,Sunday
2436,2014-11-27,44,1,newspapers,3.2,Specialty & Seasonal,3.2,11,Thursday
3379,2014-12-10,131,3,roll products,8.6,Specialty & Seasonal,25.799999999999997,12,Wednesday
3148,2014-10-25,71,3,shopping bags,5.12,Household & Hygiene,15.36,10,Saturday
2831,2014-05-25,12,2,fruit/vegetable juice,2.1,Beverages,4.2,5,Sunday
1796,2014-08-06,14,1,chocolate,11.5,Bakery & Sweets,11.5,8,Wednesday
4729,2014-12-27,71,2,shopping bags,5.12,Household & Hygiene,10.24,12,Saturday
3308,2014-11-05,160,1,tea,8.7,Beverages,8.7,11,Wednesday
3848,2014-01-04,118,2,chocolate marshmallow,4.13,Bakery & Sweets,8.26,1,Saturday
1641,2014-02-09,60,3,cream cheese,6.3,Dairy,18.9,2,Sunday
1279,2014-04-28,24,3,pastry,3.1,Bakery & Sweets,9.3,4,Monday
3495,2014-09-03,24,2,pastry,3.1,Bakery & Sweets,6.2,9,Wednesday
4484,2014-04-23,71,1,shopping bags,5.12,Household & Hygiene,5.12,4,Wednesday
4578,2014-08-13,83,1,white bread,0.3,Bakery & Sweets,0.3,8,Wednesday
1027,2014-09-22,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,9,Monday
2388,2014-08-28,80,1,salty snack,0.5,Snacks,0.5,8,Thursday
4762,2014-07-08,24,2,pastry,3.1,Bakery & Sweets,6.2,7,Tuesday
4687,2014-06-13,38,2,soda,0.8,Beverages,1.6,6,Friday
1965,2014-01-02,100,1,chewing gum,0.5,Specialty & Seasonal,0.5,1,Thursday
3246,2014-10-04,18,3,yogurt,2.2,Dairy,6.6000000000000005,10,Saturday
2541,2014-01-14,38,3,soda,0.8,Beverages,2.4000000000000004,1,Tuesday
4363,2014-12-24,119,3,long life bakery product,9.9,Bakery & Sweets,29.700000000000003,12,Wednesday
4143,2014-03-07,123,3,mustard,5.2,Pantry Staples,15.600000000000001,3,Friday
2038,2014-02-04,24,3,pastry,3.1,Bakery & Sweets,9.3,2,Tuesday
1865,2014-06-06,50,2,bottled beer,1.8,Beverages,3.6,6,Friday
1003,2014-02-27,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2,Thursday
3358,2014-09-09,60,2,cream cheese,6.3,Dairy,12.6,9,Tuesday
4782,2014-10-30,70,3,margarine,3.5,Pantry Staples,10.5,10,Thursday
4952,2014-07-15,35,3,sugar,1.2,Bakery & Sweets,3.5999999999999996,7,Tuesday
4042,2014-07-26,91,1,frozen dessert,2.8,Frozen & Processed Food,2.8,7,Saturday
2907,2014-09-02,65,1,candy,3.6,Bakery & Sweets,3.6,9,Tuesday
4693,2014-03-29,50,1,bottled beer,1.8,Beverages,1.8,3,Saturday
1980,2014-09-12,69,2,domestic eggs,1.25,Fresh Food,2.5,9,Friday
4217,2014-07-27,136,1,dishes,6.8,Specialty & Seasonal,6.8,7,Sunday
4106,2014-09-21,24,2,pastry,3.1,Bakery & Sweets,6.2,9,Sunday
4137,2014-09-12,71,3,shopping bags,5.12,Household & Hygiene,15.36,9,Friday
2862,2014-06-02,132,2,kitchen towels,4.83,Household & Hygiene,9.66,6,Monday
4115,2014-05-07,71,1,shopping bags,5.12,Household & Hygiene,5.12,5,Wednesday
3394,2014-11-22,18,2,yogurt,2.2,Dairy,4.4,11,Saturday
2729,2014-05-22,128,2,soft cheese,7.2,Dairy,14.4,5,Thursday
1949,2014-10-18,103,2,semi-finished bread,1.1,Frozen & Processed Food,2.2,10,Saturday
4832,2014-08-28,71,1,shopping bags,5.12,Household & Hygiene,5.12,8,Thursday
1276,2014-06-07,51,2,dessert,1.15,Bakery & Sweets,2.3,6,Saturday
3584,2014-07-20,95,1,frozen fish,5.8,Frozen & Processed Food,5.8,7,Sunday
2958,2014-12-17,17,2,bottled water,0.5,Beverages,1.0,12,Wednesday
4061,2014-07-04,77,2,dish cleaner,2.5,Household & Hygiene,5.0,7,Friday
3568,2014-08-13,49,2,beverages,1.1,Beverages,2.2,8,Wednesday
1680,2014-05-15,82,1,pet care,5.8,Pet Care,5.8,5,Thursday
1588,2014-07-19,22,1,root vegetables,1.8,Fresh Food,1.8,7,Saturday
2923,2014-11-02,18,1,yogurt,2.2,Dairy,2.2,11,Sunday
4751,2014-03-02,11,3,butter,3.2,Dairy,9.600000000000001,3,Sunday
1633,2014-07-05,164,1,ready soups,3.9,Frozen & Processed Food,3.9,7,Saturday
2235,2014-10-13,75,2,frozen vegetables,2.5,Frozen & Processed Food,5.0,10,Monday
1466,2014-04-09,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,4,Wednesday
3520,2014-05-12,76,1,sliced cheese,4.2,Dairy,4.2,5,Monday
3090,2014-06-07,44,1,newspapers,3.2,Specialty & Seasonal,3.2,6,Saturday
2341,2014-12-22,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,12,Monday
2140,2014-10-06,2,3,whole milk,1.8,Dairy,5.4,10,Monday
1017,2014-10-14,20,1,brown bread,0.8,Bakery & Sweets,0.8,10,Tuesday
2177,2014-08-19,122,3,soups,4.5,Frozen & Processed Food,13.5,8,Tuesday
3129,2014-06-02,27,2,coffee,8.5,Beverages,17.0,6,Monday
4299,2014-10-21,142,2,seasonal products,5.4,Specialty & Seasonal,10.8,10,Tuesday
1294,2014-06-24,56,2,white wine,14.2,Beverages,28.4,6,Tuesday
2851,2014-01-16,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,1,Thursday
3948,2014-04-08,74,2,whipped/sour cream,5.5,Dairy,11.0,4,Tuesday
2047,2014-04-28,115,3,waffles,2.5,Bakery & Sweets,7.5,4,Monday
1910,2014-02-26,70,2,margarine,3.5,Pantry Staples,7.0,2,Wednesday
2834,2014-08-01,76,3,sliced cheese,4.2,Dairy,12.600000000000001,8,Friday
1561,2014-05-15,35,2,sugar,1.2,Bakery & Sweets,2.4,5,Thursday
1552,2014-01-09,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,1,Thursday
3353,2014-05-10,38,2,soda,0.8,Beverages,1.6,5,Saturday
1646,2014-06-17,83,2,white bread,0.3,Bakery & Sweets,0.6,6,Tuesday
1554,2014-01-31,96,2,hygiene articles,7.5,Household & Hygiene,15.0,1,Friday
1622,2014-05-17,28,3,misc. beverages,1.2,Beverages,3.5999999999999996,5,Saturday
3575,2014-05-03,11,3,butter,3.2,Dairy,9.600000000000001,5,Saturday
4396,2014-03-20,131,2,roll products,8.6,Specialty & Seasonal,17.2,3,Thursday
4858,2014-01-14,39,3,detergent,5.5,Household & Hygiene,16.5,1,Tuesday
1012,2014-06-22,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5,6,Sunday
4137,2014-12-21,12,1,fruit/vegetable juice,2.1,Beverages,2.1,12,Sunday
1342,2014-02-14,114,2,napkins,21.8,Household & Hygiene,43.6,2,Friday
2573,2014-01-21,24,3,pastry,3.1,Bakery & Sweets,9.3,1,Tuesday
4437,2014-11-13,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,11,Thursday
2175,2014-05-23,24,3,pastry,3.1,Bakery & Sweets,9.3,5,Friday
3879,2014-08-18,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,8,Monday
4378,2014-10-05,92,1,vinegar,1.5,Pantry Staples,1.5,10,Sunday
4721,2014-07-01,41,3,processed cheese,6.4,Dairy,19.200000000000003,7,Tuesday
2138,2014-10-01,17,3,bottled water,0.5,Beverages,1.5,10,Wednesday
4673,2014-12-10,17,1,bottled water,0.5,Beverages,0.5,12,Wednesday
1806,2014-06-20,74,2,whipped/sour cream,5.5,Dairy,11.0,6,Friday
2924,2014-03-27,76,2,sliced cheese,4.2,Dairy,8.4,3,Thursday
4201,2014-10-21,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,10,Tuesday
2763,2014-05-31,71,2,shopping bags,5.12,Household & Hygiene,10.24,5,Saturday
3101,2014-05-21,12,2,fruit/vegetable juice,2.1,Beverages,4.2,5,Wednesday
1235,2014-05-26,11,1,butter,3.2,Dairy,3.2,5,Monday
4715,2014-09-04,124,3,specialty fat,4.5,Pantry Staples,13.5,9,Thursday
4684,2014-07-11,73,1,oil,3.4,Pantry Staples,3.4,7,Friday
4840,2014-04-15,2,1,whole milk,1.8,Dairy,1.8,4,Tuesday
3137,2014-11-29,44,1,newspapers,3.2,Specialty & Seasonal,3.2,11,Saturday
2121,2014-04-22,38,1,soda,0.8,Beverages,0.8,4,Tuesday
3054,2014-01-17,103,1,semi-finished bread,1.1,Frozen & Processed Food,1.1,1,Friday
3156,2014-01-02,74,3,whipped/sour cream,5.5,Dairy,16.5,1,Thursday
3965,2014-09-21,18,2,yogurt,2.2,Dairy,4.4,9,Sunday
2011,2014-01-20,74,1,whipped/sour cream,5.5,Dairy,5.5,1,Monday
2184,2014-05-19,71,3,shopping bags,5.12,Household & Hygiene,15.36,5,Monday
3777,2014-02-26,115,1,waffles,2.5,Bakery & Sweets,2.5,2,Wednesday
2199,2014-01-30,27,3,coffee,8.5,Beverages,25.5,1,Thursday
1983,2014-10-02,70,2,margarine,3.5,Pantry Staples,7.0,10,Thursday
2806,2014-01-21,44,3,newspapers,3.2,Specialty & Seasonal,9.600000000000001,1,Tuesday
3657,2014-07-28,24,3,pastry,3.1,Bakery & Sweets,9.3,7,Monday
1606,2014-08-05,11,2,butter,3.2,Dairy,6.4,8,Tuesday
4211,2014-03-22,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,3,Saturday
3822,2014-09-04,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5,9,Thursday
2868,2014-04-02,38,1,soda,0.8,Beverages,0.8,4,Wednesday
4674,2014-05-15,136,1,dishes,6.8,Specialty & Seasonal,6.8,5,Thursday
1130,2014-08-18,18,2,yogurt,2.2,Dairy,4.4,8,Monday
3530,2014-06-18,36,1,frozen meals,9.7,Frozen & Processed Food,9.7,6,Wednesday
1998,2014-02-22,74,2,whipped/sour cream,5.5,Dairy,11.0,2,Saturday
1174,2014-11-19,78,3,baking powder,1.8,Pantry Staples,5.4,11,Wednesday
1070,2014-11-05,60,3,cream cheese,6.3,Dairy,18.9,11,Wednesday
1654,2014-08-10,60,1,cream cheese,6.3,Dairy,6.3,8,Sunday
4104,2014-11-05,69,2,domestic eggs,1.25,Fresh Food,2.5,11,Wednesday
3113,2014-01-06,96,1,hygiene articles,7.5,Household & Hygiene,7.5,1,Monday
3911,2014-03-24,129,1,mayonnaise,1.8,Specialty & Seasonal,1.8,3,Monday
1057,2014-03-05,80,3,salty snack,0.5,Snacks,1.5,3,Wednesday
1618,2014-11-17,60,1,cream cheese,6.3,Dairy,6.3,11,Monday
3385,2014-05-04,64,3,UHT-milk,2.1,Dairy,6.300000000000001,5,Sunday
3462,2014-02-04,82,2,pet care,5.8,Pet Care,11.6,2,Tuesday
1773,2014-12-18,17,1,bottled water,0.5,Beverages,0.5,12,Thursday
4202,2014-02-28,47,3,popcorn,2.4,Bakery & Sweets,7.199999999999999,2,Friday
2258,2014-03-05,18,1,yogurt,2.2,Dairy,2.2,3,Wednesday
3474,2014-11-26,44,2,newspapers,3.2,Specialty & Seasonal,6.4,11,Wednesday
2421,2014-05-06,4,1,other vegetables,0.8,Fresh Food,0.8,5,Tuesday
3722,2014-07-05,11,1,butter,3.2,Dairy,3.2,7,Saturday
4894,2014-09-23,136,3,dishes,6.8,Specialty & Seasonal,20.4,9,Tuesday
3514,2014-07-23,38,2,soda,0.8,Beverages,1.6,7,Wednesday
3807,2014-03-02,104,2,cat food,11.2,Pet Care,22.4,3,Sunday
2660,2014-03-20,17,2,bottled water,0.5,Beverages,1.0,3,Thursday
1419,2014-05-17,34,1,flour,2.1,Pantry Staples,2.1,5,Saturday
2271,2014-09-30,91,3,frozen dessert,2.8,Frozen & Processed Food,8.399999999999999,9,Tuesday
3188,2014-05-08,12,1,fruit/vegetable juice,2.1,Beverages,2.1,5,Thursday
1598,2014-04-25,60,1,cream cheese,6.3,Dairy,6.3,4,Friday
1337,2014-08-06,85,1,cling film/bags,2.2,Household & Hygiene,2.2,8,Wednesday
4740,2014-10-10,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,10,Friday
3275,2014-12-04,18,3,yogurt,2.2,Dairy,6.6000000000000005,12,Thursday
2832,2014-05-30,53,2,specialty chocolate,18.8,Bakery & Sweets,37.6,5,Friday
1609,2014-07-02,128,1,soft cheese,7.2,Dairy,7.2,7,Wednesday
2627,2014-05-17,63,1,liquor (appetizer),11.2,Beverages,11.2,5,Saturday
4285,2014-08-17,24,3,pastry,3.1,Bakery & Sweets,9.3,8,Sunday
3418,2014-11-27,49,2,beverages,1.1,Beverages,2.2,11,Thursday
4732,2014-12-03,38,1,soda,0.8,Beverages,0.8,12,Wednesday
3442,2014-11-16,101,1,canned fish,2.1,Frozen & Processed Food,2.1,11,Sunday
3946,2014-12-26,72,3,salt,0.7,Pantry Staples,2.0999999999999996,12,Friday
2990,2014-03-30,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,3,Sunday
3225,2014-07-15,50,2,bottled beer,1.8,Beverages,3.6,7,Tuesday
1494,2014-11-23,3,2,pip fruit,3.0,Fresh Food,6.0,11,Sunday
3549,2014-12-06,36,1,frozen meals,9.7,Frozen & Processed Food,9.7,12,Saturday
3384,2014-09-23,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,9,Tuesday
3746,2014-01-03,135,1,meat spreads,7.8,Fresh Food,7.8,1,Friday
3603,2014-08-13,83,3,white bread,0.3,Bakery & Sweets,0.8999999999999999,8,Wednesday
2120,2014-05-30,11,3,butter,3.2,Dairy,9.600000000000001,5,Friday
2065,2014-10-20,38,2,soda,0.8,Beverages,1.6,10,Monday
1285,2014-10-27,24,2,pastry,3.1,Bakery & Sweets,6.2,10,Monday
3835,2014-05-08,24,1,pastry,3.1,Bakery & Sweets,3.1,5,Thursday
2160,2014-01-15,70,1,margarine,3.5,Pantry Staples,3.5,1,Wednesday
4995,2014-06-02,129,1,mayonnaise,1.8,Specialty & Seasonal,1.8,6,Monday
1970,2014-01-29,7,3,citrus fruit,1.5,Fresh Food,4.5,1,Wednesday
2043,2014-07-07,71,3,shopping bags,5.12,Household & Hygiene,15.36,7,Monday
3487,2014-01-09,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,1,Thursday
2524,2014-10-17,69,1,domestic eggs,1.25,Fresh Food,1.25,10,Friday
2045,2014-02-10,38,2,soda,0.8,Beverages,1.6,2,Monday
2445,2014-05-31,1,3,tropical fruit,7.8,Fresh Food,23.4,5,Saturday
4616,2014-01-31,24,1,pastry,3.1,Bakery & Sweets,3.1,1,Friday
2195,2014-03-08,25,3,canned beer,1.1,Beverages,3.3000000000000003,3,Saturday
1883,2014-05-31,136,1,dishes,6.8,Specialty & Seasonal,6.8,5,Saturday
2083,2014-10-21,20,1,brown bread,0.8,Bakery & Sweets,0.8,10,Tuesday
4576,2014-11-21,51,2,dessert,1.15,Bakery & Sweets,2.3,11,Friday
4464,2014-04-11,73,2,oil,3.4,Pantry Staples,6.8,4,Friday
3925,2014-07-26,17,2,bottled water,0.5,Beverages,1.0,7,Saturday
4450,2014-10-31,50,1,bottled beer,1.8,Beverages,1.8,10,Friday
1059,2014-06-11,51,2,dessert,1.15,Bakery & Sweets,2.3,6,Wednesday
4113,2014-03-14,22,1,root vegetables,1.8,Fresh Food,1.8,3,Friday
4154,2014-07-26,95,3,frozen fish,5.8,Frozen & Processed Food,17.4,7,Saturday
2490,2014-04-19,83,3,white bread,0.3,Bakery & Sweets,0.8999999999999999,4,Saturday
1551,2014-04-28,129,1,mayonnaise,1.8,Specialty & Seasonal,1.8,4,Monday
1275,2014-11-06,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,11,Thursday
3935,2014-10-19,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,10,Sunday
3487,2014-10-25,3,3,pip fruit,3.0,Fresh Food,9.0,10,Saturday
3986,2014-09-08,73,1,oil,3.4,Pantry Staples,3.4,9,Monday
3282,2014-10-26,132,1,kitchen towels,4.83,Household & Hygiene,4.83,10,Sunday
4488,2014-10-20,58,1,ice cream,1.8,Frozen & Processed Food,1.8,10,Monday
4946,2014-04-03,18,3,yogurt,2.2,Dairy,6.6000000000000005,4,Thursday
4081,2014-04-16,118,3,chocolate marshmallow,4.13,Bakery & Sweets,12.39,4,Wednesday
1603,2014-03-16,34,2,flour,2.1,Pantry Staples,4.2,3,Sunday
1107,2014-08-13,2,1,whole milk,1.8,Dairy,1.8,8,Wednesday
2272,2014-07-25,18,1,yogurt,2.2,Dairy,2.2,7,Friday
4705,2014-04-12,84,1,female sanitary products,2.5,Personal Care,2.5,4,Saturday
1811,2014-08-16,119,1,long life bakery product,9.9,Bakery & Sweets,9.9,8,Saturday
2772,2014-08-03,74,3,whipped/sour cream,5.5,Dairy,16.5,8,Sunday
4412,2014-12-09,53,2,specialty chocolate,18.8,Bakery & Sweets,37.6,12,Tuesday
1219,2014-10-02,25,3,canned beer,1.1,Beverages,3.3000000000000003,10,Thursday
4435,2014-10-17,69,2,domestic eggs,1.25,Fresh Food,2.5,10,Friday
2715,2014-01-28,44,1,newspapers,3.2,Specialty & Seasonal,3.2,1,Tuesday
2121,2014-11-03,14,1,chocolate,11.5,Bakery & Sweets,11.5,11,Monday
2802,2014-04-27,14,1,chocolate,11.5,Bakery & Sweets,11.5,4,Sunday
1741,2014-07-19,70,1,margarine,3.5,Pantry Staples,3.5,7,Saturday
4278,2014-07-03,38,1,soda,0.8,Beverages,0.8,7,Thursday
1634,2014-02-10,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,2,Monday
3856,2014-02-08,18,2,yogurt,2.2,Dairy,4.4,2,Saturday
3029,2014-10-19,92,3,vinegar,1.5,Pantry Staples,4.5,10,Sunday
3361,2014-06-23,152,1,softener,11.8,Household & Hygiene,11.8,6,Monday
4613,2014-07-17,12,2,fruit/vegetable juice,2.1,Beverages,4.2,7,Thursday
1805,2014-11-11,38,2,soda,0.8,Beverages,1.6,11,Tuesday
2147,2014-05-02,38,1,soda,0.8,Beverages,0.8,5,Friday
1864,2014-04-29,69,2,domestic eggs,1.25,Fresh Food,2.5,4,Tuesday
2789,2014-09-19,34,3,flour,2.1,Pantry Staples,6.300000000000001,9,Friday
2296,2014-06-12,69,3,domestic eggs,1.25,Fresh Food,3.75,6,Thursday
1526,2014-05-11,35,3,sugar,1.2,Bakery & Sweets,3.5999999999999996,5,Sunday
4951,2014-05-10,44,3,newspapers,3.2,Specialty & Seasonal,9.600000000000001,5,Saturday
3809,2014-05-11,32,2,red/blush wine,12.2,Beverages,24.4,5,Sunday
2685,2014-12-06,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,12,Saturday
1107,2014-07-22,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,7,Tuesday
4264,2014-07-20,128,1,soft cheese,7.2,Dairy,7.2,7,Sunday
4974,2014-11-05,22,3,root vegetables,1.8,Fresh Food,5.4,11,Wednesday
1081,2014-02-11,49,1,beverages,1.1,Beverages,1.1,2,Tuesday
1111,2014-05-07,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,5,Wednesday
4683,2014-06-30,73,1,oil,3.4,Pantry Staples,3.4,6,Monday
2835,2014-11-21,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,11,Friday
4123,2014-07-07,17,1,bottled water,0.5,Beverages,0.5,7,Monday
1613,2014-08-02,2,1,whole milk,1.8,Dairy,1.8,8,Saturday
3361,2014-01-14,56,1,white wine,14.2,Beverages,14.2,1,Tuesday
3425,2014-07-02,24,2,pastry,3.1,Bakery & Sweets,6.2,7,Wednesday
3617,2014-08-02,20,2,brown bread,0.8,Bakery & Sweets,1.6,8,Saturday
4669,2014-08-05,53,3,specialty chocolate,18.8,Bakery & Sweets,56.400000000000006,8,Tuesday
1922,2014-07-02,17,2,bottled water,0.5,Beverages,1.0,7,Wednesday
2947,2014-03-03,17,1,bottled water,0.5,Beverages,0.5,3,Monday
3953,2014-05-13,32,2,red/blush wine,12.2,Beverages,24.4,5,Tuesday
1169,2014-04-15,114,2,napkins,21.8,Household & Hygiene,43.6,4,Tuesday
4192,2014-02-17,2,1,whole milk,1.8,Dairy,1.8,2,Monday
1239,2014-08-02,131,2,roll products,8.6,Specialty & Seasonal,17.2,8,Saturday
3041,2014-02-18,24,1,pastry,3.1,Bakery & Sweets,3.1,2,Tuesday
2520,2014-01-16,109,2,canned fruit,4.96,Frozen & Processed Food,9.92,1,Thursday
2426,2014-09-12,22,1,root vegetables,1.8,Fresh Food,1.8,9,Friday
1235,2014-11-05,52,3,dog food,12.6,Pet Care,37.8,11,Wednesday
3799,2014-09-17,74,2,whipped/sour cream,5.5,Dairy,11.0,9,Wednesday
1124,2014-03-05,50,3,bottled beer,1.8,Beverages,5.4,3,Wednesday
3035,2014-04-16,137,1,male cosmetics,10.6,Personal Care,10.6,4,Wednesday
4832,2014-12-18,15,1,specialty bar,5.2,Bakery & Sweets,5.2,12,Thursday
2394,2014-02-24,74,3,whipped/sour cream,5.5,Dairy,16.5,2,Monday
4185,2014-11-20,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,11,Thursday
1832,2014-09-01,89,1,spread cheese,2.5,Dairy,2.5,9,Monday
2666,2014-04-11,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,4,Friday
4686,2014-11-24,74,1,whipped/sour cream,5.5,Dairy,5.5,11,Monday
2120,2014-01-21,38,1,soda,0.8,Beverages,0.8,1,Tuesday
1186,2014-02-09,38,1,soda,0.8,Beverages,0.8,2,Sunday
2377,2014-02-13,24,1,pastry,3.1,Bakery & Sweets,3.1,2,Thursday
3675,2014-07-13,16,1,butter milk,6.1,Dairy,6.1,7,Sunday
4211,2014-05-02,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,5,Friday
2832,2014-08-04,45,1,curd,9.8,Dairy,9.8,8,Monday
4811,2014-09-12,17,3,bottled water,0.5,Beverages,1.5,9,Friday
3619,2014-12-21,104,1,cat food,11.2,Pet Care,11.2,12,Sunday
1722,2014-10-13,11,2,butter,3.2,Dairy,6.4,10,Monday
